"","Gene.name.d","Entrez.gene.id.e","Chromosome.f","Start.f","End.f","Cytoband.f"
"8047","SLC35A1",10559,"6",88182642,88222057,"6q15"
"8048","RARS2",57038,"6",88224095,88299735,"6q16.1"
"8049","ORC3",23595,"6",88299784,88377172,"6q14.3-q16.1"
"8050","AKIRIN2",55122,"6",88384577,88411985,"6q15"
"8051","LOC101928911",101928911,"6",88494577,88621449,"-"
"8052","SPACA1",81833,"6",88757506,88776550,"6q15"
"8053","CNR1",1268,"6",88849584,88875767,"6q14-q15"
"8054","LOC101928936",101928936,"6",89235642,89249088,"-"
"8055","RNGTT",8732,"6",89319615,89673348,"6q16"
"8056","PNRC1",10957,"6",89790428,89794879,"6q15"
"8057","SRSF12",135295,"6",89805677,89827800,"6q15"
"8058","PM20D2",135293,"6",89855768,89875288,"6q15"
"8059","GABRR1",2569,"6",89887222,89941007,"6q15"
"8060","GABRR2",2570,"6",89966839,90025018,"6q15"
"8061","UBE2J1",51465,"6",90036343,90062619,"6q15"
"8062","RRAGD",58528,"6",90074334,90121995,"6q15-q16"
"8063","ANKRD6",22881,"6",90142896,90343553,"6q14.2-q16.1"
"8064","LYRM2",57226,"6",90341942,90348474,"6q15"
"8065","LOC101929057",101929057,"6",90348250,90399200,"6q15"
"8066","MDN1",23195,"6",90352493,90529513,"6q15"
"8067","CASP8AP2",9994,"6",90539618,90584155,"6q15"
"8068","GJA10",84694,"6",90604187,90605819,"6q15-q16"
"8069","BACH2",60468,"6",90636246,91006627,"6q15"
"8070","MAP3K7",6885,"6",91223291,91297020,"6q15"
"8071","CASC6",101929083,"6",92338757,92400146,"6q15"
"8072","EPHA7",2045,"6",93949739,94129300,"6q16.1"
"8073","TSG1",643432,"6",94416800,94486199,"6q16.1"
"8074","MANEA-AS1",100861591,"6",96007971,96025327,"6q16.1"
"8075","MANEA",79694,"6",96025372,96057328,"6q16.1"
"8076","FUT9",10690,"6",96463844,96663488,"6q16"
"8077","UFL1",23376,"6",96969701,97003151,"6q16.1"
"8078","FHL5",9457,"6",97010423,97064512,"6q16.1-q16.3"
"8079","GPR63",81491,"6",97241997,97285353,"6q16.1-q16.3"
"8080","NDUFAF4",29078,"6",97337186,97345767,"6q16.1"
"8081","KLHL32",114792,"6",97372495,97588630,"6q16.1"
"8082","MMS22L",253714,"6",97590036,97731052,"6q16.1"
"8083","LOC101927314",101927314,"6",97753461,98156793,"-"
"8084","POU3F2",5454,"6",99282579,99286666,"6q16"
"8085","FBXL4",26235,"6",99321600,99395882,"6q16.1-q16.3"
"8086","FAXC",84553,"6",99720792,99797531,"6q16.2"
"8087","COQ3",51805,"6",99817347,99842082,"6q16.2"
"8088","PNISR",25957,"6",99847840,99873207,"6q16.3"
"8089","LOC101927365",101927365,"6",99872746,99879190,"6q16.2"
"8090","USP45",85015,"6",99880183,99963252,"6q16.2"
"8091","TSTD3",100130890,"6",99968869,99981059,"6q16.2"
"8092","CCNC",892,"6",99990262,100016690,"6q21"
"8093","PRDM13",59336,"6",100054649,100063454,"6q16.2"
"8094","MCHR2",84539,"6",100367785,100442114,"6q16"
"8095","MCHR2-AS1",728012,"6",100441913,100524295,"6q16.3"
"8096","SIM1",6492,"6",100836749,100911551,"6q16.3-q21"
"8097","ASCC3",10973,"6",100956070,101329248,"6q16"
"8098","GRIK2",2898,"6",101846860,102517958,"6q16.3"
"8099","HACE1",57531,"6",105175967,105307794,"6q16.3"
"8100","LINC00577",100113403,"6",105384168,105388402,"6q21"
"8101","LIN28B",389421,"6",105404922,105531207,"6q21"
"8102","BVES",11149,"6",105544698,105585049,"6q21"
"8103","BVES-AS1",154442,"6",105585561,105617819,"6q21"
"8104","POPDC3",64208,"6",105605774,105627858,"6q21"
"8105","PREP",5550,"6",105725441,105850999,"6q22"
"8106","PRDM1",639,"6",106534194,106557814,"6q21"
"8107","ATG5",9474,"6",106632351,106773695,"6q21"
"8108","AIM1",202,"6",106959729,107018324,"6q21"
"8109","RTN4IP1",84816,"6",107018902,107077373,"6q21"
"8110","QRSL1",55278,"6",107077440,107116292,"6q21"
"8111","LOC100422737",100422737,"6",107165326,107235300,"-"
"8112","C6orf203",51250,"6",107349375,107372790,"6q21"
"8113","BEND3",57673,"6",107386384,107435636,"6q21"
"8114","PDSS2",57107,"6",107473760,107780779,"6q21"
"8115","SOBP",55084,"6",107811316,107982513,"6q21"
"8116","SCML4",256380,"6",108023360,108145521,"6q21"
"8117","SEC63",11231,"6",108188959,108279482,"6q21"
"8118","OSTM1",28962,"6",108362612,108395941,"6q21"
"8119","NR2E1",7101,"6",108487261,108510013,"6q21"
"8120","SNX3",8724,"6",108532420,108582464,"6q21"
"8121","LACE1",246269,"6",108616097,108844251,"6q22.1"
"8122","FOXO3",2309,"6",108881025,109005971,"6q21"
"8123","LINC00222",387111,"6",109072856,109091145,"6q21"
"8124","ARMC2",84071,"6",109169618,109295675,"6q21"
"8125","ARMC2-AS1",100874026,"6",109229342,109245306,"-"
"8126","SESN1",27244,"6",109307639,109415708,"6q21"
"8127","CEP57L1",285753,"6",109416355,109485115,"6q21"
"8128","LOC100996634",100996634,"6",109557816,109591717,"-"
"8129","CCDC162P",221262,"6",109615505,109629423,"6q21"
"8130","CD164",8763,"6",109687716,109703762,"6q21"
"8131","PPIL6",285755,"6",109711417,109762374,"6q21"
"8132","SMPD2",6610,"6",109761930,109765122,"6q21"
"8133","MICAL1",64780,"6",109765265,109787171,"6q21"
"8134","ZBTB24",9841,"6",109783718,109804440,"6q21"
"8135","AK9",221264,"6",109814058,110012415,"6q21"
"8136","FIG4",9896,"6",110012423,110146634,"6q21"
"8137","GPR6",2830,"6",110299458,110301923,"6q21"
"8138","WASF1",8936,"6",110421021,110501207,"6q21"
"8139","CDC40",51362,"6",110501623,110553422,"6q21"
"8140","METTL24",728464,"6",110567148,110679475,"6q21"
"8141","DDO",8528,"6",110713382,110736753,"6q21"
"8142","SLC22A16",85413,"6",110745891,110797844,"6q22.1|6q21-q22.1"
"8143","CDK19",23097,"6",110931180,111137088,"6q21"
"8144","AMD1",262,"6",111135823,111216915,"6q21"
"8145","GTF3C6",112495,"6",111279762,111289091,"6q21"
"8146","RPF2",84154,"6",111303219,111349466,"6q21"
"8147","GSTM2P1",442245,"6",111367621,111368757,"6q21"
"8148","SLC16A10",117247,"6",111408780,111544606,"6q21-q22"
"8149","KIAA1919",91749,"6",111580481,111590261,"6q22"
"8150","REV3L",5980,"6",111620233,111804918,"6q21"
"8151","TRAF3IP2-AS1",643749,"6",111804674,111923497,"6q21"
"8152","TRAF3IP2",10758,"6",111876580,111927477,"6q21"
"8153","FYN",2534,"6",111981534,112194655,"6q21"
"8154","WISP3",8838,"6",112375277,112390887,"6q21"
"8155","TUBE1",51175,"6",112391859,112408751,"6q21"
"8156","FAM229B",619208,"6",112408673,112423993,"6q21"
"8157","LAMA4",3910,"6",112429133,112575917,"6q21"
"8158","LOC101927640",101927640,"6",112557796,112627885,"6q21"
"8159","RFPL4B",442247,"6",112668531,112672498,"6q21"
"8160","LOC101927686",101927686,"6",113944736,113971277,"6q21"
"8161","MARCKS",4082,"6",114178513,114184652,"6q22.2"
"8162","LINC01268",285758,"6",114189178,114194512,"6q21"
"8163","FLJ34503",285759,"6",114225550,114242806,"6q21"
"8164","HDAC2",3066,"6",114257319,114292359,"6q21"
"8165","LOC101927768",101927768,"6",114290864,114661893,"6q22.1"
"8166","HS3ST5",222537,"6",114376749,114384041,"6q21"
"8167","FRK",2444,"6",116262692,116381921,"6q21-q22.3"
"8168","TPI1P3",728402,"6",116359893,116361107,"6q22.1"
"8169","NT5DC1",221294,"6",116421998,116566853,"6q22.1"
"8170","COL10A1",1300,"6",116440084,116447296,"6q21-q22"
"8171","TSPYL4",23270,"6",116571130,116575261,"6q22.1"
"8172","TSPYL1",7259,"6",116596021,116601280,"6q22.1"
"8173","DSE",29940,"6",116601282,116759442,"6q22"
"8174","FAM26F",441168,"6",116782532,116784934,"6q22.1"
"8175","TRAPPC3L",100128327,"6",116817650,116866773,"6q22.1"
"8176","FAM26E",254228,"6",116832807,116839709,"6q22.1"
"8177","FAM26D",221301,"6",116850175,116880031,"6q22.1"
"8178","RWDD1",51389,"6",116892529,116914764,"6q13-q22.33"
"8179","RSPH4A",345895,"6",116937641,116954148,"6q22.1"
"8180","ZUFSP",221302,"6",116956780,116989973,"6q22.1"
"8181","KPNA5",3841,"6",117002366,117063030,"6q22.1"
"8182","FAM162B",221303,"6",117073359,117086886,"6q22.1"
"8183","GPRC6A",222545,"6",117113247,117150220,"6q22.1"
"8184","RFX6",222546,"6",117198375,117253326,"6q22.1"
"8185","VGLL2",245806,"6",117586720,117594728,"6q22.1"
"8186","ROS1",6098,"6",117609529,117747018,"6q22"
"8187","DCBLD1",285761,"6",117803819,117891020,"6q22.1"
"8188","GOPC",57120,"6",117881432,117923705,"6q21"
"8189","LOC101927919",101927919,"6",117993975,117996447,"-"
"8190","NUS1",116150,"6",117996616,118031886,"6q22.1"
"8191","SLC35F1",222553,"6",118228688,118638839,"6q22.31"
"8192","CEP85L",387119,"6",118781934,119031238,"6q22"
"8193","BRD7P3",23629,"6",118822535,118824996,"6q22.31"
"8194","PLN",5350,"6",118869441,118881587,"6q22.1"
"8195","LOC100287632",100287632,"6",119103870,119104581,"6q22.31"
"8196","MCM9",254394,"6",119134611,119256327,"6q22.31"
"8197","ASF1A",25842,"6",119215240,119230335,"6q22.31"
"8198","FAM184A",79632,"6",119280993,119470358,"6q22.31"
"8199","MAN1A1",4121,"6",119498365,119670931,"6q22"
"8200","LOC285762",285762,"6",119773711,119812467,"6q22.31"
"8201","TBC1D32",221322,"6",121400639,121655646,"6q22.31"
"8202","GJA1",2697,"6",121756722,121770890,"6q22.31"
"8203","HSF2",3298,"6",122720695,122754264,"6q22.31"
"8204","SERINC1",57515,"6",122764492,122792952,"6q22.31"
"8205","PKIB",5570,"6",122793061,123047518,"6q22.31"
"8206","FABP7",2173,"6",123100645,123105218,"6q22-q23"
"8207","SMPDL3A",10924,"6",123110193,123130864,"6q22.31"
"8208","CLVS2",134829,"6",123317115,123394064,"6q22.31"
"8209","TRDN",10345,"6",123537483,123958238,"6q22.31"
"8210","HRAT13",101927990,"6",123760748,123792901,"-"
"8211","NKAIN2",154215,"6",124124990,125146786,"6q21"
"8212","RNF217-AS1",7955,"6",125229391,125284173,"6q22.33"
"8213","RNF217",154214,"6",125283690,125407484,"6q22.31"
"8214","TPD52L1",7164,"6",125474874,125584644,"6q22-q23"
"8215","HDDC2",51020,"6",125596495,125623282,"6q13-q24.3"
"8216","LOC643623",643623,"6",125995498,126041364,"6q22.31"
"8217","HEY2",23493,"6",126070731,126082415,"6q21"
"8218","NCOA7",135112,"6",126102306,126253176,"6q22.32"
"8219","NCOA7-AS1",104355145,"6",126119006,126140004,"6q22.32"
"8220","HINT3",135114,"6",126277860,126301389,"6q22.32"
"8221","TRMT11",60487,"6",126307575,126360420,"6q11.1-q22.33"
"8222","CENPW",387103,"6",126660934,126804466,"6q22.32"
"8223","RSPO3",84870,"6",127440047,127520626,"6q22.33"
"8224","RNF146",81847,"6",127587826,127609705,"6q22.1-q22.33"
"8225","ECHDC1",55862,"6",127609856,127664754,"6q22.33"
"8226","KIAA0408",9729,"6",127759550,127780535,"6q22.33"
"8227","SOGA3",387104,"6",127759550,127840500,"6q22.33"
"8228","C6orf58",352999,"6",127898318,127912963,"6q22.33"
"8229","THEMIS",387357,"6",128029338,128239776,"6q22.33"
"8230","PTPRK",5796,"6",128289923,128841819,"6q22.2-q22.3"
"8231","LOC101928140",101928140,"6",128349009,128407435,"6q22.33"
"8232","LAMA2",3908,"6",129204285,129837710,"6q22-q23"
"8233","ARHGAP18",93663,"6",129898239,130031370,"6q22.33"
"8234","TMEM244",253582,"6",130152388,130182416,"6q22.33"
"8235","L3MBTL3",84456,"6",130339727,130462594,"6q23"
"8236","SAMD3",154075,"6",130465446,130686570,"6q23.1"
"8237","TMEM200A",114801,"6",130687425,130764210,"6q23.1"
"8238","SMLR1",100507203,"6",131148544,131158276,"6q23.1"
"8239","EPB41L2",2037,"6",131160487,131384462,"6q23"
"8240","AKAP7",9465,"6",131456825,131604675,"6q23"
"8241","ARG1",383,"6",131894343,131905472,"6q23"
"8242","MED23",9439,"6",131895105,131949379,"6q22.33-q24.1"
"8243","ENPP3",5169,"6",131958441,132068550,"6q22"
"8244","OR2A4",79541,"6",132020783,132022541,"6q23"
"8245","CTAGE9",643854,"6",132029580,132032157,"6q23.2"
"8246","ENPP1",5167,"6",132129155,132216295,"6q22-q23"
"8247","CTGF",1490,"6",132269316,132272518,"6q23.1"
"8248","LINC01013",100507254,"6",132455117,132490514,"-"
"8249","MOXD1",26002,"6",132617193,132722673,"6q23.2"
"8250","STX7",8417,"6",132778662,132834337,"6q23.1"
"8251","TAAR9",134860,"6",132859426,132860475,"6q23.2"
"8252","TAAR8",83551,"6",132873831,132874860,"6q23.2"
"8253","TAAR6",319100,"6",132891460,132892498,"6q23.2"
"8254","TAAR5",9038,"6",132909730,132910877,"6q23"
"8255","TAAR3",9288,"6",132929363,132930441,"6q23-q24"
"8256","TAAR2",9287,"6",132938288,132945414,"6q24"
"8257","TAAR1",134864,"6",132966122,132967142,"6q23.2"
"8258","VNN1",8876,"6",133001996,133035194,"6q23-q24"
"8259","VNN3",55350,"6",133043925,133055904,"6q23.2"
"8260","VNN2",8875,"6",133065008,133084598,"6q23-q24"
"8261","SLC18B1",116843,"6",133090506,133119747,"6q22.3-q23.3"
"8262","RPS12",6206,"6",133135707,133138703,"6q23.2"
"8263","SNORA33",594839,"6",133138357,133138490,"6q23.2"
"8264","LINC00326",285735,"6",133409218,133427717,"6q23.2"
"8265","EYA4",2070,"6",133562494,133853258,"6q23"
"8266","LOC100507308",100507308,"6",133823389,134210144,"6q23"
"8267","LINC01312",154089,"6",134142284,134175130,"6q23.2"
"8268","TCF21",6943,"6",134210258,134216675,"6q23-q24"
"8269","TBPL1",9519,"6",134273307,134308638,"6q22.1-q22.3"
"8270","SLC2A12",154091,"6",134308718,134373789,"6q23.2"
"8271","HMGA1P7",387065,"6",134435110,134438818,"6q23.2"
"8272","SGK1",6446,"6",134490383,134639196,"6q23"
"8273","LOC101928231",101928231,"6",134750167,134800035,"6q23.2"
"8274","LINC01010",154092,"6",134758853,134825158,"6q23.2"
"8275","LOC101928304",101928304,"6",134846455,134861143,"6q23.2"
"8276","ALDH8A1",64577,"6",135238527,135271260,"6q23.2"
"8277","HBS1L",10767,"6",135281516,135376036,"6q23.3"
"8278","MYB",4602,"6",135502452,135540311,"6q22-q23"
"8279","AHI1",54806,"6",135605109,135818903,"6q23.3"
"8280","LINC00271",100131814,"6",135818938,136011976,"6q23.3"
"8281","PDE7B",27115,"6",136172833,136516709,"6q23-q24"
"8282","MTFR2",113115,"6",136552167,136571449,"6q23.3"
"8283","BCLAF1",9774,"6",136578000,136610989,"6q22-q23"
"8284","MAP7",9053,"6",136663418,136871957,"6q23.3"
"8285","MAP3K5",4217,"6",136878186,137113656,"6q22.33"
"8286","LOC101928461",101928461,"6",136950251,136969336,"6q23.3"
"8287","PEX7",5191,"6",137143701,137235072,"6q23.3"
"8288","SLC35D3",340146,"6",137243378,137246798,"6q23.3"
"8289","NHEG1",100294720,"6",137303295,137314368,"6q23"
"8290","IL20RA",53832,"6",137321107,137366317,"6q23.3"
"8291","IL22RA2",116379,"6",137464956,137494785,"6q25.1"
"8292","IFNGR1",3459,"6",137518620,137540567,"6q23.3"
"8293","OLIG3",167826,"6",137813335,137815531,"6q23.3"
"8294","LOC102723649",102723649,"6",137986782,137995691,"6q23.3"
"8295","LOC100507406",100507406,"6",138051306,138060174,"-"
"8296","LOC100130476",100130476,"6",138144806,138189370,"6q23.3"
"8297","TNFAIP3",7128,"6",138188324,138204451,"6q23"
"8298","PERP",64065,"6",138409641,138428660,"6q24"
"8299","ARFGEF3",57221,"6",138483052,138665800,"6q23.3"
"8300","PBOV1",59351,"6",138537126,138539627,"6q23.3"
"8301","HEBP2",23593,"6",138725335,138734582,"6q24"
"8302","NHSL1",57224,"6",138743180,138893668,"6q23.3"
"8303","FLJ46906",441172,"6",139012804,139018425,"6q24.1"
"8304","GVQW2",100507462,"6",139046347,139094816,"-"
"8305","CCDC28A",25901,"6",139094656,139114456,"6q23.1-q24.1"
"8306","ECT2L",345930,"6",139117247,139225207,"6q24.1"
"8307","REPS1",85021,"6",139225151,139309398,"6q24.1"
"8308","ABRACL",58527,"6",139349818,139364439,"6q24.1"
"8309","HECA",51696,"6",139456248,139501946,"6q23-q24"
"8310","TXLNB",167838,"6",139561198,139613208,"6q24.1"
"8311","CITED2",10370,"6",139693391,139695787,"6q23.3"
"8312","LINC01625",645434,"6",139790131,139795733,"6q24.1"
"8313","LOC100132735",100132735,"6",140092209,140181608,"6q24.1"
"8314","LOC100507477",100507477,"6",140297455,140414858,"-"
"8315","LOC103352541",103352541,"6",140299486,140312398,"6q24.1"
"8316","NMBR",4829,"6",142396744,142409936,"6q21-qter"
"8317","VTA1",51534,"6",142468298,142542085,"6q24.1"
"8318","ADGRG6",57211,"6",142623055,142767403,"6q24.1"
"8319","LOC153910",153910,"6",142847591,142959026,"6q24.2"
"8320","HIVEP2",3097,"6",143072603,143266338,"6q23-q24"
"8321","LINC01277",100507489,"6",143287558,143358719,"-"
"8322","AIG1",51390,"6",143380499,143661480,"6q24.2"
"8323","ADAT2",134637,"6",143743968,143771841,"6q24.2"
"8324","PEX3",8504,"6",143771917,143811751,"6q24.2"
"8325","FUCA2",2519,"6",143815948,143833020,"6q24"
"8326","PHACTR2-AS1",285740,"6",143875251,143890476,"6q24.2"
"8327","PHACTR2",9749,"6",143929316,144152322,"6q24.2"
"8328","LTV1",84946,"6",144164507,144184943,"6q24.2"
"8329","ZC2HC1B",153918,"6",144185572,144259483,"6q24.2"
"8330","PLAGL1",5325,"6",144261436,144385736,"6q24-q25"
"8331","HYMAI",57061,"6",144326052,144329867,"6q24.2"
"8332","SF3B5",83443,"6",144416017,144416754,"6q24.2"
"8333","STX11",8676,"6",144471653,144513076,"6q24.2"
"8334","UTRN",7402,"6",144612872,145174170,"6q24"
"8335","EPM2A",7957,"6",145946439,146056991,"6q24"
"8336","LOC100507557",100507557,"6",146056004,146207721,"-"
"8337","FBXO30",84085,"6",146119271,146135921,"6q24"
"8338","SHPRH",257218,"6",146205944,146285233,"6q24.3"
"8339","GRM1",2911,"6",146348917,146758734,"6q24"
"8340","RAB32",10981,"6",146864827,146876086,"6q24.3"
"8341","LOC101928661",101928661,"6",146915651,146920067,"6q24.3"
"8342","ADGB",79747,"6",146920135,147136597,"6q24.3"
"8343","KATNBL1P6",729176,"6",147122804,147124960,"6q24.3"
"8344","STXBP5-AS1",729178,"6",147162524,147525750,"6q24.3"
"8345","STXBP5",134957,"6",147525493,147711612,"6q24.3"
"8346","SAMD5",389432,"6",147829827,147891157,"6q24.3"
"8347","SASH1",23328,"6",148663728,148873184,"6q24.3"
"8348","UST",10090,"6",149068270,149398126,"6q25.1"
"8349","UST-AS1",100128176,"6",149275396,149285820,"6q25.1"
"8350","TAB2",23118,"6",149539059,149732749,"6q25.1"
"8351","SUMO4",387082,"6",149721494,149722182,"6q25"
"8352","ZC3H12D",340152,"6",149768765,149806148,"6q25.1"
"8353","PPIL4",85313,"6",149825630,149867238,"6q25.1"
"8354","GINM1",116254,"6",149887527,149912067,"6q25.1"
"8355","RPS18P9",645958,"6",149914751,149915720,"6q25.1"
"8356","KATNA1",11104,"6",149916010,149969940,"6q25.1"
"8357","LATS1",9113,"6",149979288,150039392,"6q25.1"
"8358","NUP43",348995,"6",150045451,150067708,"6q25.1"
"8359","PCMT1",5110,"6",150070830,150132557,"6q24-q25"
"8360","LRP11",84918,"6",150139893,150185480,"6q25.1"
"8361","RAET1E-AS1",100652739,"6",150184633,150240644,"-"
"8362","RAET1E",135250,"6",150204510,150217195,"6q25.1"
"8363","RAET1G",353091,"6",150238013,150244288,"6q24.1-q25.1"
"8364","ULBP2",80328,"6",150263073,150270368,"6q25"
"8365","ULBP1",80329,"6",150285142,150294846,"6q25"
"8366","RAET1K",646024,"6",150319154,150326280,"6q25.1"
"8367","RAET1L",154064,"6",150341265,150346668,"6q25.1"
"8368","ULBP3",79465,"6",150385742,150390202,"6q25"
"8369","PPP1R14C",81706,"6",150464187,150571528,"6q24.3-q25.3"
"8370","IYD",389434,"6",150690027,150725765,"6q25.1"
"8371","PLEKHG1",57480,"6",150920998,151164799,"6q25.1"
"8372","MTHFD1L",25902,"6",151186814,151423023,"6q25.1"
"8373","LOC102723831",102723831,"6",151517807,151549592,"6q25.1"
"8374","AKAP12",9590,"6",151561133,151679694,"6q24-q25"
"8375","ZBTB2",57621,"6",151685249,151712835,"6q25.1"
"8376","RMND1",55005,"6",151725896,151773316,"6q25.1"
"8377","ARMT1",79624,"6",151773392,151791234,"6q25.1"
"8378","CCDC170",80129,"6",151815174,151942328,"6q25.1"
"8379","ESR1",2099,"6",152011630,152424408,"6q25.1"
"8380","SYNE1",23345,"6",152442818,152958534,"6q25"
"8381","SYNE1-AS1",100505475,"6",152701664,152702847,"-"
"8382","MYCT1",80177,"6",153019029,153045715,"6q25.2"
"8383","VIP",7432,"6",153071931,153080902,"6q25"
"8384","FBXO5",26271,"6",153291657,153304740,"6q25.2"
"8385","MTRF1L",54516,"6",153308500,153323950,"6q25-q26"
"8386","RGS17",26575,"6",153332031,153452389,"6q25.3"
"8387","OPRM1",4988,"6",154331630,154568001,"6q24-q25"
"8388","IPCEF1",26034,"6",154475617,154677900,"6q25.2"
"8389","CNKSR3",154043,"6",154726432,154831753,"6q25.2"
"8390","SCAF8",22828,"6",155054511,155155378,"6q25.1-q25.3"
"8391","TIAM2",26230,"6",155411422,155578857,"6q25.2"
"8392","TFB1M",51106,"6",155577263,155635617,"6q25.1-q25.3"
"8393","CLDN20",49861,"6",155585146,155597682,"6q25"
"8394","NOX3",50508,"6",155716501,155777037,"6q25.3"
"8395","ARID1B",57492,"6",157099063,157531913,"6q25.1"
"8396","TMEM242",729515,"6",157710053,157745291,"6q25.3"
"8397","ZDHHC14",79683,"6",157802556,158094977,"6q25.3"
"8398","SNX9",51429,"6",158244202,158366109,"6q25.1-q26"
"8399","SYNJ2",8871,"6",158402887,158520207,"6q25.3"
"8400","SYNJ2-IT1",100874300,"6",158422138,158423415,"-"
"8401","SERAC1",84947,"6",158530535,158589312,"6q25.3"
"8402","GTF2H5",404672,"6",158589378,158620376,"6q25.3"
"8403","TULP4",56995,"6",158733691,158932856,"6q25-q26"
"8404","TMEM181",57583,"6",158957467,159056467,"6q25.3"
"8405","DYNLT1",6993,"6",159057506,159065818,"6q25.2-q25.3"
"8406","SYTL3",94120,"6",159071045,159185908,"6q25.3"
"8407","EZR",7430,"6",159186772,159240456,"6q25.3"
"8408","EZR-AS1",101409257,"6",159239010,159243272,"6q25.3"
"8409","OSTCP1",202459,"6",159262157,159278664,"6q25.3"
"8410","C6orf99",100130967,"6",159290898,159331385,"6q25.3"
"8411","RSPH3",83861,"6",159398265,159421198,"6q25.3"
"8412","TAGAP",117289,"6",159455500,159466184,"6q25.3"
"8413","LOC101929122",101929122,"6",159586930,159591039,"6q25.3"
"8414","FNDC1",84624,"6",159590428,159693140,"6q25"
"8415","LOC102724053",102724053,"6",159804562,159817473,"6q25.3"
"8416","SOD2",6648,"6",160100148,160114353,"6q25.3"
"8417","WTAP",9589,"6",160148029,160177352,"6q25-q27"
"8418","LOC100129518",100129518,"6",160181290,160183364,"6q25.3"
"8419","ACAT2",39,"6",160182988,160200144,"6q25.3"
"8420","TCP1",6950,"6",160199529,160210735,"6q25.3-q26"
"8421","SNORA20",677806,"6",160201281,160201413,"6q25.3"
"8422","SNORA29",677812,"6",160206625,160206765,"6q25.3"
"8423","MRPL18",29074,"6",160211491,160219461,"6q25.3"
"8424","PNLDC1",154197,"6",160221280,160241736,"6q25.3"
"8425","MAS1",4142,"6",160327973,160329107,"6q25.3-q26"
"8426","IGF2R",3482,"6",160390130,160527583,"6q26"
"8427","AIRN",100271873,"6",160424322,160428696,"6q26"
"8428","LOC729603",729603,"6",160514113,160517244,"6q25.3"
"8429","SLC22A1",6580,"6",160542862,160579750,"6q25.3"
"8430","SLC22A2",6582,"6",160637793,160679963,"6q25.3"
"8431","SLC22A3",6581,"6",160769404,160873611,"6q25.3"
"8432","LPAL2",80350,"6",160887586,160932156,"6q26-q27"
"8433","LPA",4018,"6",160952514,161087407,"6q26"
"8434","PLG",5340,"6",161123224,161175085,"6q26"
"8435","MAP3K4",4216,"6",161412758,161538417,"6q26"
"8436","AGPAT4",56895,"6",161551056,161695107,"6q26"
"8437","AGPAT4-IT1",79992,"6",161581163,161583014,"6q26"
"8438","PARK2",5071,"6",161768589,163148834,"6q25.2-q27"
"8439","PACRG",135138,"6",163148163,163736524,"6q26"
"8440","LOC101929239",101929239,"6",163464011,163475193,"-"
"8441","LOC729658",729658,"6",163602676,163613034,"6q26"
"8442","PACRG-AS1",285796,"6",163731016,163745505,"6q26"
"8443","DKFZp451B082",401282,"6",163759373,163768065,"6q26"
